"AREACODE","AREANAME","COUNTRY","PROVINCE","CITY","CANTON"
"341322","安徽省宿州市萧县","中华人民共和国","安徽省","宿州市","萧县"
"341324","安徽省宿州市泗县","中华人民共和国","安徽省","宿州市","泗县"
"341503","安徽省六安市裕安区","中华人民共和国","安徽省","六安市","裕安区"
"341521","安徽省六安市寿县","中华人民共和国","安徽省","六安市","寿县"
"341525","安徽省六安市霍山县","中华人民共和国","安徽省","六安市","霍山县"
"341600","安徽省亳州市","中华人民共和国","安徽省","亳州市",""
"341623","安徽省亳州市利辛县","中华人民共和国","安徽省","亳州市","利辛县"
"341700","安徽省池州市","中华人民共和国","安徽省","池州市",""
"341723","安徽省池州市青阳县","中华人民共和国","安徽省","池州市","青阳县"
"341800","安徽省宣城市","中华人民共和国","安徽省","宣城市",""
"341821","安徽省宣城市郎溪县","中华人民共和国","安徽省","宣城市","郎溪县"
"341824","安徽省宣城市绩溪县","中华人民共和国","安徽省","宣城市","绩溪县"
"341881","安徽省宣城市宁国市","中华人民共和国","安徽省","宣城市","宁国市"
"350102","福建省福州市鼓楼区","中华人民共和国","福建省","福州市","鼓楼区"
"350111","福建省福州市晋安区","中华人民共和国","福建省","福州市","晋安区"
"350121","福建省福州市闽侯县","中华人民共和国","福建省","福州市","闽侯县"
"350125","福建省福州市永泰县","中华人民共和国","福建省","福州市","永泰县"
"350128","福建省福州市平潭县","中华人民共和国","福建省","福州市","平潭县"
"350203","福建省厦门市思明区","中华人民共和国","福建省","厦门市","思明区"
"350206","福建省厦门市湖里区","中华人民共和国","福建省","厦门市","湖里区"
"350213","福建省厦门市翔安区","中华人民共和国","福建省","厦门市","翔安区"
"350300","福建省莆田市","中华人民共和国","福建省","莆田市",""
"350305","福建省莆田市秀屿区","中华人民共和国","福建省","莆田市","秀屿区"
"350322","福建省莆田市仙游县","中华人民共和国","福建省","莆田市","仙游县"
"350421","福建省三明市明溪县","中华人民共和国","福建省","三明市","明溪县"
"350424","福建省三明市宁化县","中华人民共和国","福建省","三明市","宁化县"
"350427","福建省三明市沙县","中华人民共和国","福建省","三明市","沙县"
"350429","福建省三明市泰宁县","中华人民共和国","福建省","三明市","泰宁县"
"350500","福建省泉州市","中华人民共和国","福建省","泉州市",""
"350502","福建省泉州市鲤城区","中华人民共和国","福建省","泉州市","鲤城区"
"350504","福建省泉州市洛江区","中华人民共和国","福建省","泉州市","洛江区"
"350521","福建省泉州市惠安县","中华人民共和国","福建省","泉州市","惠安县"
"350525","福建省泉州市永春县","中华人民共和国","福建省","泉州市","永春县"
"350581","福建省泉州市石狮市","中华人民共和国","福建省","泉州市","石狮市"
"350583","福建省泉州市南安市","中华人民共和国","福建省","泉州市","南安市"
"350622","福建省漳州市云霄县","中华人民共和国","福建省","漳州市","云霄县"
"350623","福建省漳州市漳浦县","中华人民共和国","福建省","漳州市","漳浦县"
"350626","福建省漳州市东山县","中华人民共和国","福建省","漳州市","东山县"
"350628","福建省漳州市平和县","中华人民共和国","福建省","漳州市","平和县"
"350700","福建省南平市","中华人民共和国","福建省","南平市",""
"350721","福建省南平市顺昌县","中华人民共和国","福建省","南平市","顺昌县"
"350724","福建省南平市松溪县","中华人民共和国","福建省","南平市","松溪县"
"350781","福建省南平市邵武市","中华人民共和国","福建省","南平市","邵武市"
"350784","福建省南平市建阳市","中华人民共和国","福建省","南平市","建阳市"
"350802","福建省龙岩市新罗区","中华人民共和国","福建省","龙岩市","新罗区"
"350823","福建省龙岩市上杭县","中华人民共和国","福建省","龙岩市","上杭县"
"350825","福建省龙岩市连城县","中华人民共和国","福建省","龙岩市","连城县"
"350900","福建省宁德市","中华人民共和国","福建省","宁德市",""
"350922","福建省宁德市古田县","中华人民共和国","福建省","宁德市","古田县"
"350924","福建省宁德市寿宁县","中华人民共和国","福建省","宁德市","寿宁县"
"350926","福建省宁德市柘荣县","中华人民共和国","福建省","宁德市","柘荣县"
"350981","福建省宁德市福安市","中华人民共和国","福建省","宁德市","福安市"
"360000","江西省","中华人民共和国","江西省","",""
"360100","江西省南昌市","中华人民共和国","江西省","南昌市",""
"360102","江西省南昌市东湖区","中华人民共和国","江西省","南昌市","东湖区"
"360104","江西省南昌市青云谱区","中华人民共和国","江西省","南昌市","青云谱区"
"360105","江西省南昌市湾里区","中华人民共和国","江西省","南昌市","湾里区"
"360121","江西省南昌市南昌县","中华人民共和国","江西省","南昌市","南昌县"
"360122","江西省南昌市新建县","中华人民共和国","江西省","南昌市","新建县"
"360124","江西省南昌市进贤县","中华人民共和国","江西省","南昌市","进贤县"
"360200","江西省景德镇市","中华人民共和国","江西省","景德镇市",""
"360202","江西省景德镇市昌江区","中华人民共和国","江西省","景德镇市","昌江区"
"360222","江西省景德镇市浮梁县","中华人民共和国","江西省","景德镇市","浮梁县"
"360300","江西省萍乡市","中华人民共和国","江西省","萍乡市",""
"360302","江西省萍乡市安源区","中华人民共和国","江西省","萍乡市","安源区"
"360313","江西省萍乡市湘东区","中华人民共和国","江西省","萍乡市","湘东区"
"360322","江西省萍乡市上栗县","中华人民共和国","江西省","萍乡市","上栗县"
"360323","江西省萍乡市芦溪县","中华人民共和国","江西省","萍乡市","芦溪县"
"360402","江西省九江市庐山区","中华人民共和国","江西省","九江市","庐山区"
"360403","江西省九江市浔阳区","中华人民共和国","江西省","九江市","浔阳区"
"360423","江西省九江市武宁县","中华人民共和国","江西省","九江市","武宁县"
"360424","江西省九江市修水县","中华人民共和国","江西省","九江市","修水县"
"360426","江西省九江市德安县","中华人民共和国","江西省","九江市","德安县"
"360427","江西省九江市星子县","中华人民共和国","江西省","九江市","星子县"
"360429","江西省九江市湖口县","中华人民共和国","江西省","九江市","湖口县"
"360430","江西省九江市彭泽县","中华人民共和国","江西省","九江市","彭泽县"
"360482","江西省九江市共青城市","中华人民共和国","江西省","九江市","共青城市"
"360500","江西省新余市","中华人民共和国","江西省","新余市",""
"360521","江西省新余市分宜县","中华人民共和国","江西省","新余市","分宜县"
"360600","江西省鹰潭市","中华人民共和国","江西省","鹰潭市",""
"360622","江西省鹰潭市余江县","中华人民共和国","江西省","鹰潭市","余江县"
"360681","江西省鹰潭市贵溪市","中华人民共和国","江西省","鹰潭市","贵溪市"
"360702","江西省赣州市章贡区","中华人民共和国","江西省","赣州市","章贡区"
"360721","江西省赣州市赣县","中华人民共和国","江西省","赣州市","赣县"
"360723","江西省赣州市大余县","中华人民共和国","江西省","赣州市","大余县"
"360724","江西省赣州市上犹县","中华人民共和国","江西省","赣州市","上犹县"
"360726","江西省赣州市安远县","中华人民共和国","江西省","赣州市","安远县"
"360727","江西省赣州市龙南县","中华人民共和国","江西省","赣州市","龙南县"
"360729","江西省赣州市全南县","中华人民共和国","江西省","赣州市","全南县"
"360731","江西省赣州市于都县","中华人民共和国","江西省","赣州市","于都县"
"360734","江西省赣州市寻乌县","中华人民共和国","江西省","赣州市","寻乌县"
"360781","江西省赣州市瑞金市","中华人民共和国","江西省","赣州市","瑞金市"
"360802","江西省吉安市吉州区","中华人民共和国","江西省","吉安市","吉州区"
"360821","江西省吉安市吉安县","中华人民共和国","江西省","吉安市","吉安县"
"360824","江西省吉安市新干县","中华人民共和国","江西省","吉安市","新干县"
"360826","江西省吉安市泰和县","中华人民共和国","江西省","吉安市","泰和县"
"360829","江西省吉安市安福县","中华人民共和国","江西省","吉安市","安福县"
"360881","江西省吉安市井冈山市","中华人民共和国","江西省","吉安市","井冈山市"
"360921","江西省宜春市奉新县","中华人民共和国","江西省","宜春市","奉新县"
"360924","江西省宜春市宜丰县","中华人民共和国","江西省","宜春市","宜丰县"
"360926","江西省宜春市铜鼓县","中华人民共和国","江西省","宜春市","铜鼓县"
"360983","江西省宜春市高安市","中华人民共和国","江西省","宜春市","高安市"
"361002","江西省抚州市临川区","中华人民共和国","江西省","抚州市","临川区"
"361023","江西省抚州市南丰县","中华人民共和国","江西省","抚州市","南丰县"
"361025","江西省抚州市乐安县","中华人民共和国","江西省","抚州市","乐安县"
"361028","江西省抚州市资溪县","中华人民共和国","江西省","抚州市","资溪县"
"361030","江西省抚州市广昌县","中华人民共和国","江西省","抚州市","广昌县"
"361122","江西省上饶市广丰县","中华人民共和国","江西省","上饶市","广丰县"
"361123","江西省上饶市玉山县","中华人民共和国","江西省","上饶市","玉山县"
"361127","江西省上饶市余干县","中华人民共和国","江西省","上饶市","余干县"
"361128","江西省上饶市鄱阳县","中华人民共和国","江西省","上饶市","鄱阳县"
"361181","江西省上饶市德兴市","中华人民共和国","江西省","上饶市","德兴市"
"370102","山东省济南市历下区","中华人民共和国","山东省","济南市","历下区"
"370105","山东省济南市天桥区","中华人民共和国","山东省","济南市","天桥区"
"370113","山东省济南市长清区","中华人民共和国","山东省","济南市","长清区"
"370126","山东省济南市商河县","中华人民共和国","山东省","济南市","商河县"
"370200","山东省青岛市","中华人民共和国","山东省","青岛市",""
"370203","山东省青岛市市北区","中华人民共和国","山东省","青岛市","市北区"
"370213","山东省青岛市李沧区","中华人民共和国","山东省","青岛市","李沧区"
"370281","山东省青岛市胶州市","中华人民共和国","山东省","青岛市","胶州市"
"370284","山东省青岛市胶南市","中华人民共和国","山东省","青岛市","胶南市"
"370285","山东省青岛市莱西市","中华人民共和国","山东省","青岛市","莱西市"
"370304","山东省淄博市博山区","中华人民共和国","山东省","淄博市","博山区"
"370306","山东省淄博市周村区","中华人民共和国","山东省","淄博市","周村区"
"370323","山东省淄博市沂源县","中华人民共和国","山东省","淄博市","沂源县"
"370402","山东省枣庄市市中区","中华人民共和国","山东省","枣庄市","市中区"
"370405","山东省枣庄市台儿庄区","中华人民共和国","山东省","枣庄市","台儿庄区"
"370502","山东省东营市东营区","中华人民共和国","山东省","东营市","东营区"
"370521","山东省东营市垦利县","中华人民共和国","山东省","东营市","垦利县"
"370600","山东省烟台市","中华人民共和国","山东省","烟台市",""
"370602","山东省烟台市芝罘区","中华人民共和国","山东省","烟台市","芝罘区"
"370612","山东省烟台市牟平区","中华人民共和国","山东省","烟台市","牟平区"
"370616","山东省烟台市高新区","中华人民共和国","山东省","烟台市","高新区"
"370681","山东省烟台市龙口市","中华人民共和国","山东省","烟台市","龙口市"
"370684","山东省烟台市蓬莱市","中华人民共和国","山东省","烟台市","蓬莱市"
"370686","山东省烟台市栖霞市","中华人民共和国","山东省","烟台市","栖霞市"
"370702","山东省潍坊市潍城区","中华人民共和国","山东省","潍坊市","潍城区"
"370705","山东省潍坊市奎文区","中华人民共和国","山东省","潍坊市","奎文区"
"370725","山东省潍坊市昌乐县","中华人民共和国","山东省","潍坊市","昌乐县"
"370783","山东省潍坊市寿光市","中华人民共和国","山东省","潍坊市","寿光市"
"370785","山东省潍坊市高密市","中华人民共和国","山东省","潍坊市","高密市"
"370800","山东省济宁市","中华人民共和国","山东省","济宁市",""
"370826","山东省济宁市微山县","中华人民共和国","山东省","济宁市","微山县"
"370828","山东省济宁市金乡县","中华人民共和国","山东省","济宁市","金乡县"
"370831","山东省济宁市泗水县","中华人民共和国","山东省","济宁市","泗水县"
"370832","山东省济宁市梁山县","中华人民共和国","山东省","济宁市","梁山县"
"370900","山东省泰安市","中华人民共和国","山东省","泰安市",""
"370902","山东省泰安市泰山区","中华人民共和国","山东省","泰安市","泰山区"
"370982","山东省泰安市新泰市","中华人民共和国","山东省","泰安市","新泰市"
"370983","山东省泰安市肥城市","中华人民共和国","山东省","泰安市","肥城市"
"371082","山东省威海市荣成市","中华人民共和国","山东省","威海市","荣成市"
"371100","山东省日照市","中华人民共和国","山东省","日照市",""
"371121","山东省日照市五莲县","中华人民共和国","山东省","日照市","五莲县"
"371122","山东省日照市莒县","中华人民共和国","山东省","日照市","莒县"
"371300","山东省临沂市","中华人民共和国","山东省","临沂市",""
"371311","山东省临沂市罗庄区","中华人民共和国","山东省","临沂市","罗庄区"
"371321","山东省临沂市沂南县","中华人民共和国","山东省","临沂市","沂南县"
"371322","山东省临沂市郯城县","中华人民共和国","山东省","临沂市","郯城县"
"371324","山东省临沂市兰陵县","中华人民共和国","山东省","临沂市","兰陵县"
"371325","山东省临沂市费县","中华人民共和国","山东省","临沂市","费县"
"371327","山东省临沂市莒南县","中华人民共和国","山东省","临沂市","莒南县"
"371328","山东省临沂市蒙阴县","中华人民共和国","山东省","临沂市","蒙阴县"
"371400","山东省德州市","中华人民共和国","山东省","德州市",""
"371402","山东省德州市德城区","中华人民共和国","山东省","德州市","德城区"
"371422","山东省德州市宁津县","中华人民共和国","山东省","德州市","宁津县"
"371423","山东省德州市庆云县","中华人民共和国","山东省","德州市","庆云县"
"371425","山东省德州市齐河县","中华人民共和国","山东省","德州市","齐河县"
"371426","山东省德州市平原县","中华人民共和国","山东省","德州市","平原县"
"371428","山东省德州市武城县","中华人民共和国","山东省","德州市","武城县"
"371481","山东省德州市乐陵市","中华人民共和国","山东省","德州市","乐陵市"
"371500","山东省聊城市","中华人民共和国","山东省","聊城市",""
"371502","山东省聊城市东昌府区","中华人民共和国","山东省","聊城市","东昌府区"
"371522","山东省聊城市莘县","中华人民共和国","山东省","聊城市","莘县"
"371523","山东省聊城市茌平县","中华人民共和国","山东省","聊城市","茌平县"
"371525","山东省聊城市冠县","中华人民共和国","山东省","聊城市","冠县"
"371526","山东省聊城市高唐县","中华人民共和国","山东省","聊城市","高唐县"
"371581","山东省聊城市临清市","中华人民共和国","山东省","聊城市","临清市"
"371602","山东省滨州市滨城区","中华人民共和国","山东省","滨州市","滨城区"
"371622","山东省滨州市阳信县","中华人民共和国","山东省","滨州市","阳信县"
"371623","山东省滨州市无棣县","中华人民共和国","山东省","滨州市","无棣县"
"371625","山东省滨州市博兴县","中华人民共和国","山东省","滨州市","博兴县"
"371626","山东省滨州市邹平县","中华人民共和国","山东省","滨州市","邹平县"
"371702","山东省菏泽市牡丹区","中华人民共和国","山东省","菏泽市","牡丹区"
"371721","山东省菏泽市曹县","中华人民共和国","山东省","菏泽市","曹县"
"371723","山东省菏泽市成武县","中华人民共和国","山东省","菏泽市","成武县"
"371724","山东省菏泽市巨野县","中华人民共和国","山东省","菏泽市","巨野县"
"371726","山东省菏泽市鄄城县","中华人民共和国","山东省","菏泽市","鄄城县"
"371727","山东省菏泽市定陶县","中华人民共和国","山东省","菏泽市","定陶县"
"410000","河南省","中华人民共和国","河南省","",""
"410100","河南省郑州市","中华人民共和国","河南省","郑州市",""
"410102","河南省郑州市中原区","中华人民共和国","河南省","郑州市","中原区"
"410104","河南省郑州市管城回族区","中华人民共和国","河南省","郑州市","管城回族区"
"410106","河南省郑州市上街区","中华人民共和国","河南省","郑州市","上街区"
"410108","河南省郑州市惠济区","中华人民共和国","河南省","郑州市","惠济区"
"410181","河南省郑州市巩义市","中华人民共和国","河南省","郑州市","巩义市"
"410183","河南省郑州市新密市","中华人民共和国","河南省","郑州市","新密市"
"410200","河南省开封市","中华人民共和国","河南省","开封市",""
"410203","河南省开封市顺河回族区","中华人民共和国","河南省","开封市","顺河回族区"
"410211","河南省开封市金明区","中华人民共和国","河南省","开封市","金明区"
"410222","河南省开封市通许县","中华人民共和国","河南省","开封市","通许县"
"410224","河南省开封市开封县","中华人民共和国","河南省","开封市","开封县"
"410302","河南省洛阳市老城区","中华人民共和国","河南省","洛阳市","老城区"
"410305","河南省洛阳市涧西区","中华人民共和国","河南省","洛阳市","涧西区"
"410311","河南省洛阳市洛龙区","中华人民共和国","河南省","洛阳市","洛龙区"
"410323","河南省洛阳市新安县","中华人民共和国","河南省","洛阳市","新安县"
"410326","河南省洛阳市汝阳县","中华人民共和国","河南省","洛阳市","汝阳县"
"410328","河南省洛阳市洛宁县","中华人民共和国","河南省","洛阳市","洛宁县"
"410400","河南省平顶山市","中华人民共和国","河南省","平顶山市",""
"410403","河南省平顶山市卫东区","中华人民共和国","河南省","平顶山市","卫东区"
"410421","河南省平顶山市宝丰县","中华人民共和国","河南省","平顶山市","宝丰县"
"410422","河南省平顶山市叶县","中华人民共和国","河南省","平顶山市","叶县"
"410482","河南省平顶山市汝州市","中华人民共和国","河南省","平顶山市","汝州市"
"410500","河南省安阳市","中华人民共和国","河南省","安阳市",""
"410505","河南省安阳市殷都区","中华人民共和国","河南省","安阳市","殷都区"
"410522","河南省安阳市安阳县","中华人民共和国","河南省","安阳市","安阳县"
"410527","河南省安阳市内黄县","中华人民共和国","河南省","安阳市","内黄县"
"410600","河南省鹤壁市","中华人民共和国","河南省","鹤壁市",""
"410611","河南省鹤壁市淇滨区","中华人民共和国","河南省","鹤壁市","淇滨区"
"410622","河南省鹤壁市淇县","中华人民共和国","河南省","鹤壁市","淇县"
"410702","河南省新乡市红旗区","中华人民共和国","河南省","新乡市","红旗区"
"410711","河南省新乡市牧野区","中华人民共和国","河南省","新乡市","牧野区"
"410724","河南省新乡市获嘉县","中华人民共和国","河南省","新乡市","获嘉县"
"410727","河南省新乡市封丘县","中华人民共和国","河南省","新乡市","封丘县"
"410781","河南省新乡市卫辉市","中华人民共和国","河南省","新乡市","卫辉市"
"410802","河南省焦作市解放区","中华人民共和国","河南省","焦作市","解放区"
"410804","河南省焦作市马村区","中华人民共和国","河南省","焦作市","马村区"
"410822","河南省焦作市博爱县","中华人民共和国","河南省","焦作市","博爱县"
"410825","河南省焦作市温县","中华人民共和国","河南省","焦作市","温县"
"410900","河南省濮阳市","中华人民共和国","河南省","濮阳市",""
"410922","河南省濮阳市清丰县","中华人民共和国","河南省","濮阳市","清丰县"
"410927","河南省濮阳市台前县","中华人民共和国","河南省","濮阳市","台前县"
"411000","河南省许昌市","中华人民共和国","河南省","许昌市",""
"411024","河南省许昌市鄢陵县","中华人民共和国","河南省","许昌市","鄢陵县"
"411081","河南省许昌市禹州市","中华人民共和国","河南省","许昌市","禹州市"
"411102","河南省漯河市源汇区","中华人民共和国","河南省","漯河市","源汇区"
"411104","河南省漯河市召陵区","中华人民共和国","河南省","漯河市","召陵区"
"411200","河南省三门峡市","中华人民共和国","河南省","三门峡市",""
"411221","河南省三门峡市渑池县","中华人民共和国","河南省","三门峡市","渑池县"
"411281","河南省三门峡市义马市","中华人民共和国","河南省","三门峡市","义马市"
"411300","河南省南阳市","中华人民共和国","河南省","南阳市",""
"411302","河南省南阳市宛城区","中华人民共和国","河南省","南阳市","宛城区"
"411322","河南省南阳市方城县","中华人民共和国","河南省","南阳市","方城县"
"411324","河南省南阳市镇平县","中华人民共和国","河南省","南阳市","镇平县"
"411327","河南省南阳市社旗县","中华人民共和国","河南省","南阳市","社旗县"
"411329","河南省南阳市新野县","中华人民共和国","河南省","南阳市","新野县"
"411400","河南省商丘市","中华人民共和国","河南省","商丘市",""
"411403","河南省商丘市睢阳区","中华人民共和国","河南省","商丘市","睢阳区"
"411423","河南省商丘市宁陵县","中华人民共和国","河南省","商丘市","宁陵县"
"411425","河南省商丘市虞城县","中华人民共和国","河南省","商丘市","虞城县"
"411500","河南省信阳市","中华人民共和国","河南省","信阳市",""
"411503","河南省信阳市平桥区","中华人民共和国","河南省","信阳市","平桥区"
"411523","河南省信阳市新县","中华人民共和国","河南省","信阳市","新县"
"411525","河南省信阳市固始县","中华人民共和国","河南省","信阳市","固始县"
"411528","河南省信阳市息县","中华人民共和国","河南省","信阳市","息县"
"411602","河南省周口市川汇区","中华人民共和国","河南省","周口市","川汇区"
"411623","河南省周口市商水县","中华人民共和国","河南省","周口市","商水县"
"411625","河南省周口市郸城县","中华人民共和国","河南省","周口市","郸城县"
"411628","河南省周口市鹿邑县","中华人民共和国","河南省","周口市","鹿邑县"
"411700","河南省驻马店市","中华人民共和国","河南省","驻马店市",""
"411702","河南省驻马店市驿城区","中华人民共和国","河南省","驻马店市","驿城区"
"411724","河南省驻马店市正阳县","中华人民共和国","河南省","驻马店市","正阳县"
"411727","河南省驻马店市汝南县","中华人民共和国","河南省","驻马店市","汝南县"
"411728","河南省驻马店市遂平县","中华人民共和国","河南省","驻马店市","遂平县"
"411729","河南省驻马店市新蔡县","中华人民共和国","河南省","驻马店市","新蔡县"
"419001","河南省省直辖县级行政区划济源市","中华人民共和国","河南省","省直辖县级行政区划","济源市"
"420000","湖北省","中华人民共和国","湖北省","",""
"420102","湖北省武汉市江岸区","中华人民共和国","湖北省","武汉市","江岸区"
"420104","湖北省武汉市硚口区","中华人民共和国","湖北省","武汉市","硚口区"
"420105","湖北省武汉市汉阳区","中华人民共和国","湖北省","武汉市","汉阳区"
"420107","湖北省武汉市青山区","中华人民共和国","湖北省","武汉市","青山区"
"420111","湖北省武汉市洪山区","中华人民共和国","湖北省","武汉市","洪山区"
"420113","湖北省武汉市汉南区","中华人民共和国","湖北省","武汉市","汉南区"
"420114","湖北省武汉市蔡甸区","中华人民共和国","湖北省","武汉市","蔡甸区"
"420115","湖北省武汉市江夏区","中华人民共和国","湖北省","武汉市","江夏区"
"420117","湖北省武汉市新洲区","中华人民共和国","湖北省","武汉市","新洲区"
"420200","湖北省黄石市","中华人民共和国","湖北省","黄石市",""
"420203","湖北省黄石市西塞山区","中华人民共和国","湖北省","黄石市","西塞山区"
"420204","湖北省黄石市下陆区","中华人民共和国","湖北省","黄石市","下陆区"
"420222","湖北省黄石市阳新县","中华人民共和国","湖北省","黄石市","阳新县"
"420281","湖北省黄石市大冶市","中华人民共和国","湖北省","黄石市","大冶市"
"420302","湖北省十堰市茅箭区","中华人民共和国","湖北省","十堰市","茅箭区"
"420321","湖北省十堰市郧县","中华人民共和国","湖北省","十堰市","郧县"
"420322","湖北省十堰市郧西县","中华人民共和国","湖北省","十堰市","郧西县"
"420323","湖北省十堰市竹山县","中华人民共和国","湖北省","十堰市","竹山县"
"420325","湖北省十堰市房县","中华人民共和国","湖北省","十堰市","房县"
"420381","湖北省十堰市丹江口市","中华人民共和国","湖北省","十堰市","丹江口市"
"420502","湖北省宜昌市西陵区","中华人民共和国","湖北省","宜昌市","西陵区"
"420504","湖北省宜昌市点军区","中华人民共和国","湖北省","宜昌市","点军区"
"420505","湖北省宜昌市猇亭区","中华人民共和国","湖北省","宜昌市","猇亭区"
"420525","湖北省宜昌市远安县","中华人民共和国","湖北省","宜昌市","远安县"
"420526","湖北省宜昌市兴山县","中华人民共和国","湖北省","宜昌市","兴山县"
"420528","湖北省宜昌市长阳土家族自治县","中华人民共和国","湖北省","宜昌市","长阳土家族自治县"
"420581","湖北省宜昌市宜都市","中华人民共和国","湖北省","宜昌市","宜都市"
"420582","湖北省宜昌市当阳市","中华人民共和国","湖北省","宜昌市","当阳市"
"420583","湖北省宜昌市枝江市","中华人民共和国","湖北省","宜昌市","枝江市"
"420600","湖北省襄阳市","中华人民共和国","湖北省","襄阳市",""
"420606","湖北省襄阳市樊城区","中华人民共和国","湖北省","襄阳市","樊城区"
"420607","湖北省襄阳市襄州区","中华人民共和国","湖北省","襄阳市","襄州区"
"420625","湖北省襄阳市谷城县","中华人民共和国","湖北省","襄阳市","谷城县"
"420626","湖北省襄阳市保康县","中华人民共和国","湖北省","襄阳市","保康县"
"420683","湖北省襄阳市枣阳市","中华人民共和国","湖北省","襄阳市","枣阳市"
"420684","湖北省襄阳市宜城市","中华人民共和国","湖北省","襄阳市","宜城市"
"420704","湖北省鄂州市鄂城区","中华人民共和国","湖北省","鄂州市","鄂城区"
"420800","湖北省荆门市","中华人民共和国","湖北省","荆门市",""
"420822","湖北省荆门市沙洋县","中华人民共和国","湖北省","荆门市","沙洋县"
"420881","湖北省荆门市钟祥市","中华人民共和国","湖北省","荆门市","钟祥市"
"420922","湖北省孝感市大悟县","中华人民共和国","湖北省","孝感市","大悟县"
"420923","湖北省孝感市云梦县","中华人民共和国","湖北省","孝感市","云梦县"
"421000","湖北省荆州市","中华人民共和国","湖北省","荆州市",""
"421002","湖北省荆州市沙市区","中华人民共和国","湖北省","荆州市","沙市区"
"421024","湖北省荆州市江陵县","中华人民共和国","湖北省","荆州市","江陵县"
"421081","湖北省荆州市石首市","中华人民共和国","湖北省","荆州市","石首市"
"421102","湖北省黄冈市黄州区","中华人民共和国","湖北省","黄冈市","黄州区"
"421122","湖北省黄冈市红安县","中华人民共和国","湖北省","黄冈市","红安县"
"421125","湖北省黄冈市浠水县","中华人民共和国","湖北省","黄冈市","浠水县"
"421126","湖北省黄冈市蕲春县","中华人民共和国","湖北省","黄冈市","蕲春县"
"421200","湖北省咸宁市","中华人民共和国","湖北省","咸宁市",""
"421202","湖北省咸宁市咸安区","中华人民共和国","湖北省","咸宁市","咸安区"
"421222","湖北省咸宁市通城县","中华人民共和国","湖北省","咸宁市","通城县"
"421281","湖北省咸宁市赤壁市","中华人民共和国","湖北省","咸宁市","赤壁市"
"421303","湖北省随州市曾都区","中华人民共和国","湖北省","随州市","曾都区"
"422801","湖北省恩施土家族苗族自治州恩施市","中华人民共和国","湖北省","恩施土家族苗族自治州","恩施市"
"422823","湖北省恩施土家族苗族自治州巴东县","中华人民共和国","湖北省","恩施土家族苗族自治州","巴东县"
"422826","湖北省恩施土家族苗族自治州咸丰县","中华人民共和国","湖北省","恩施土家族苗族自治州","咸丰县"
"422828","湖北省恩施土家族苗族自治州鹤峰县","中华人民共和国","湖北省","恩施土家族苗族自治州","鹤峰县"
"429005","湖北省省直辖县级行政区划潜江市","中华人民共和国","湖北省","省直辖县级行政区划","潜江市"
"429021","湖北省省直辖县级行政区划神农架林区","中华人民共和国","湖北省","省直辖县级行政区划","神农架林区"
"430102","湖南省长沙市芙蓉区","中华人民共和国","湖南省","长沙市","芙蓉区"
"430104","湖南省长沙市岳麓区","中华人民共和国","湖南省","长沙市","岳麓区"
"430112","湖南省长沙市望城区","中华人民共和国","湖南省","长沙市","望城区"
"430124","湖南省长沙市宁乡县","中华人民共和国","湖南省","长沙市","宁乡县"
"430202","湖南省株洲市荷塘区","中华人民共和国","湖南省","株洲市","荷塘区"
"430204","湖南省株洲市石峰区","中华人民共和国","湖南省","株洲市","石峰区"
"430223","湖南省株洲市攸县","中华人民共和国","湖南省","株洲市","攸县"
"430225","湖南省株洲市炎陵县","中华人民共和国","湖南省","株洲市","炎陵县"
"430302","湖南省湘潭市雨湖区","中华人民共和国","湖南省","湘潭市","雨湖区"
"430321","湖南省湘潭市湘潭县","中华人民共和国","湖南省","湘潭市","湘潭县"
"430400","湖南省衡阳市","中华人民共和国","湖南省","衡阳市",""
"430406","湖南省衡阳市雁峰区","中华人民共和国","湖南省","衡阳市","雁峰区"
"430412","湖南省衡阳市南岳区","中华人民共和国","湖南省","衡阳市","南岳区"
"430422","湖南省衡阳市衡南县","中华人民共和国","湖南省","衡阳市","衡南县"
"430426","湖南省衡阳市祁东县","中华人民共和国","湖南省","衡阳市","祁东县"
"430482","湖南省衡阳市常宁市","中华人民共和国","湖南省","衡阳市","常宁市"
"430503","湖南省邵阳市大祥区","中华人民共和国","湖南省","邵阳市","大祥区"
"430521","湖南省邵阳市邵东县","中华人民共和国","湖南省","邵阳市","邵东县"
"430524","湖南省邵阳市隆回县","中华人民共和国","湖南省","邵阳市","隆回县"
"430527","湖南省邵阳市绥宁县","中华人民共和国","湖南省","邵阳市","绥宁县"
"430581","湖南省邵阳市武冈市","中华人民共和国","湖南省","邵阳市","武冈市"
"430600","湖南省岳阳市","中华人民共和国","湖南省","岳阳市",""
"430611","湖南省岳阳市君山区","中华人民共和国","湖南省","岳阳市","君山区"
"430623","湖南省岳阳市华容县","中华人民共和国","湖南省","岳阳市","华容县"
"430681","湖南省岳阳市汨罗市","中华人民共和国","湖南省","岳阳市","汨罗市"
"430700","湖南省常德市","中华人民共和国","湖南省","常德市",""
"430721","湖南省常德市安乡县","中华人民共和国","湖南省","常德市","安乡县"
"430723","湖南省常德市澧县","中华人民共和国","湖南省","常德市","澧县"
"430726","湖南省常德市石门县","中华人民共和国","湖南省","常德市","石门县"
"430800","湖南省张家界市","中华人民共和国","湖南省","张家界市",""
